Area,Activity Name,Activity Descreption,Label,Sub Area,Industries to which it applies,Audit Type,Entities,Task Name,Estimated Hours,Auditing Standard,IAS,Process Note,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Assess if Invoices devoid of TAN and other details.,,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Assess if there are cases of Dispute on title of the collateral securities.,,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Eqnquire about Costing of the project which is in wide variance with standard cost
of installation of the project.",,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Enquire about  Funds coming from other banks to liquidate the outstanding loan
amount.",,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Enquire about Foreign bills remaining outstanding for a long time and tendency for
bills to remain overdue.",,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Seek Justification on Onerous clause in issue of BG/LC/standby letters of credit.,,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Enquire In case of  merchanting trade, import leg is not revealed to the bank.",,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Seek Justification on Requests received from the borrower to postpone the inspection of the godown for flimsy reasons.,,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Enquire about Delay observed in payment of outstanding dues.,,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Enquire about Financing the unit far away from the branch.,,Frauds (a),,,,,
